"Country or Area","Year","Area","Type of housing unit","City","Availability of ICT","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ecuador","2010","Total","Conventional dwellings","Guayaquil","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","102757","8"
"Ecuador","2010","Total","Conventional dwellings","Machala","All households","Census - de facto - complete tabulation","Final figure, complete","2015","61363","8"
"Ecuador","2010","Total","Conventional dwellings","Machala","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","18508","8"
"Ecuador","2010","Total","Conventional dwellings","Machala","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","51994","8"
"Ecuador","2010","Total","Conventional dwellings","Machala","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","18528","8"
"Ecuador","2010","Total","Conventional dwellings","Machala","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","10682","8"
"Ecuador","2010","Total","Conventional dwellings","QUITO","All households","Census - de facto - complete tabulation","Final figure, complete","2015","464608","8"
"Ecuador","2010","Total","Conventional dwellings","QUITO","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","298784","8"
"Ecuador","2010","Total","Conventional dwellings","QUITO","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","413380","8"
"Ecuador","2010","Total","Conventional dwellings","QUITO","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","245570","8"
"Ecuador","2010","Total","Conventional dwellings","QUITO","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","137633","8"
"Ghana","2010","Total","Total","ACCRA","All households","Census - de facto - complete tabulation","Final figure, complete","2013","501903",""
"Ghana","2010","Total","Total","ACCRA","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","26696",""
"Ghana","2010","Total","Total","ACCRA","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","84559",""
"Ghana","2010","Total","Total","Kumasi","All households","Census - de facto - complete tabulation","Final figure, complete","2013","512761",""
"Ghana","2010","Total","Total","Kumasi","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","22302",""
"Ghana","2010","Total","Total","Kumasi","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","74039",""
"Ghana","2010","Total","Total","Takoradi","All households","Census - de facto - complete tabulation","Final figure, complete","2013","142560",""
"Ghana","2010","Total","Total","Takoradi","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","9104",""
"Ghana","2010","Total","Total","Takoradi","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","22765",""
"Ghana","2010","Total","Total","Tamale","All households","Census - de facto - complete tabulation","Final figure, complete","2013","58855",""
"Ghana","2010","Total","Total","Tamale","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","1283",""
"Ghana","2010","Total","Total","Tamale","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","6492",""
"Ghana","2010","Total","Conventional dwellings","ACCRA","All households","Census - de facto - complete tabulation","Final figure, complete","2013","465863",""
"Ghana","2010","Total","Conventional dwellings","ACCRA","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","26440",""
"Ghana","2010","Total","Conventional dwellings","ACCRA","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","83225",""
"Ghana","2010","Total","Conventional dwellings","Kumasi","All households","Census - de facto - complete tabulation","Final figure, complete","2013","482574",""
"Ghana","2010","Total","Conventional dwellings","Kumasi","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","22034",""
"Ghana","2010","Total","Conventional dwellings","Kumasi","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","72772",""
"Ghana","2010","Total","Conventional dwellings","Takoradi","All households","Census - de facto - complete tabulation","Final figure, complete","2013","137707",""
"Ghana","2010","Total","Conventional dwellings","Takoradi","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","9033",""
"Ghana","2010","Total","Conventional dwellings","Takoradi","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","22473",""
"Ghana","2010","Total","Conventional dwellings","Tamale","All households","Census - de facto - complete tabulation","Final figure, complete","2013","57889",""
"Ghana","2010","Total","Conventional dwellings","Tamale","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","1271",""
"Ghana","2010","Total","Conventional dwellings","Tamale","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2013","6427",""
"Ghana","2010","Total","Other housing units","ACCRA","All households","Census - de facto - complete tabulation","Final figure, complete","2013","36040",""
"Ghana","2010","Total","Other housing units","ACCRA","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2013","256",""
